date;name;Day;Venue;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Press;Tkl;Int;Blocks;xG;npxG;xA;SCA;GCA;Cmp;PAtt;Cmp%;ProgP;Carries;ProgC;Succ;AttD;Rating;MOTM
15/01/2022;Demarai Gray;Sat;Away;90;0;0;0;0;2;1;0;0;58;17;1;0;3;0,1;0,1;0,1;5;0;30;44;68,2;2;37;8;1;4;6,7;
02/01/2022;Demarai Gray;Sun;Home;90;0;0;0;0;2;1;0;0;51;12;1;0;1;0,1;0,1;0,2;6;0;20;35;57,1;1;47;9;6;9;7,3;
12/12/2021;Demarai Gray;Sun;Away;90;0;0;0;0;4;3;1;0;38;10;2;1;1;0,2;0,2;0;4;0;11;23;47,8;1;33;9;5;6;6,5;
06/12/2021;Demarai Gray;Mon;Home;90;1;0;0;0;3;1;1;0;44;8;2;0;3;0,1;0,1;0,1;3;1;17;29;58,6;2;31;6;1;3;7,8;1
01/12/2021;Demarai Gray;Wed;Home;83;1;0;0;0;3;1;1;0;28;8;0;0;2;0,2;0,2;0,1;3;0;9;16;56,3;3;21;5;1;3;7,4;
28/11/2021;Demarai Gray;Sun;Away;21;0;0;0;0;1;0;0;0;25;0;0;0;0;0;0;0;0;0;17;23;73,9;2;23;6;0;0;6,2;
21/11/2021;Demarai Gray;Sun;Away;16;0;0;0;0;1;0;0;0;7;3;0;0;0;0;0;0;0;0;4;4;100;0;4;1;0;1;5,8;
07/11/2021;Demarai Gray;Sun;Home;89;0;0;0;0;5;0;0;0;54;16;2;2;1;0,3;0,3;0,1;3;0;29;33;87,9;0;43;9;4;5;7,5;
01/11/2021;Demarai Gray;Mon;Away;89;0;0;0;0;3;0;0;0;47;20;0;0;2;0,3;0,3;0;2;0;23;32;71,9;1;29;3;1;2;6,3;
23/10/2021;Demarai Gray;Sat;Home;76;0;1;0;0;0;0;0;0;41;10;0;1;2;0;0;0,5;4;2;26;31;83,9;3;33;4;1;3;7,4;
17/10/2021;Demarai Gray;Sun;Home;90;0;0;0;0;2;1;0;0;43;8;1;0;2;0,2;0,2;0,1;4;0;23;31;74,2;1;27;6;0;2;7,1;
02/10/2021;Demarai Gray;Sat;Away;89;0;0;0;0;2;1;0;0;32;8;1;1;0;0,2;0,2;0,1;6;0;18;24;75;1;28;4;1;2;7,3;
25/09/2021;Demarai Gray;Sat;Home;82;0;1;0;0;1;0;0;0;43;15;1;2;0;0;0;0,4;2;1;25;33;75,8;2;37;8;1;3;7,8;
18/09/2021;Demarai Gray;Sat;Away;90;0;0;0;0;2;0;0;0;36;10;2;0;0;0,1;0,1;0,1;3;0;17;21;81;1;32;6;2;4;6,7;
13/09/2021;Demarai Gray;Mon;Home;87;1;0;0;0;4;1;0;0;39;13;0;2;1;0,6;0,6;0;2;0;20;25;80;1;25;11;1;1;8,1;1
28/08/2021;Demarai Gray;Sat;Away;80;1;0;0;0;3;1;0;0;32;6;0;1;0;0,2;0,2;0,2;2;0;16;20;80;2;24;9;0;3;7,8;
21/08/2021;Demarai Gray;Sat;Away;82;1;0;0;0;1;1;0;0;27;13;2;0;0;0,1;0,1;0,2;2;0;11;17;64,7;0;17;3;0;0;7,9;
14/08/2021;Demarai Gray;Sat;Home;82;0;0;0;0;0;0;0;0;27;9;3;0;0;0;0;0,2;3;0;14;20;70;2;18;5;0;0;7,1;
17/03/2022;Alex Iwobi;Thu;Home;90;1;0;0;0;1;1;0;0;37;33;5;1;4;0,2;0,2;0;2;1;14;16;87,5;2;19;3;0;2;7,6;
26/02/2022;Alex Iwobi;Sat;Home;87;0;0;0;0;0;0;0;0;33;17;0;2;0;0;0;0;3;0;15;23;65,2;2;27;1;1;2;6,3;
19/02/2022;Alex Iwobi;Sat;Away;64;0;0;0;0;0;0;0;0;29;32;1;2;0;0;0;0;1;0;14;23;60,9;3;24;3;1;2;6,3;
12/02/2022;Alex Iwobi;Sat;Home;90;0;0;0;0;4;0;1;0;61;46;6;4;7;0,2;0,2;0,2;6;0;28;34;82,4;3;45;8;1;5;8,1;
16/12/2021;Alex Iwobi;Thu;Away;90;0;0;0;0;0;0;0;0;22;20;2;2;0;0;0;0;1;0;10;14;71,4;1;18;1;1;2;6,3;
06/12/2021;Alex Iwobi;Mon;Home;4;0;0;0;0;1;1;0;0;3;1;0;0;0;0,2;0,2;0;1;0;2;2;100;0;2;1;0;0;0;
28/11/2021;Alex Iwobi;Sun;Away;90;0;0;0;0;2;2;0;0;46;17;3;1;0;0,1;0,1;0;1;0;31;37;83,8;3;42;6;3;3;6,9;
21/11/2021;Alex Iwobi;Sun;Away;74;0;0;0;0;0;0;0;0;34;16;3;0;1;0;0;0,1;1;0;16;24;66,7;1;27;3;2;6;6,6;
01/11/2021;Alex Iwobi;Mon;Away;77;1;0;0;0;1;1;0;0;31;21;0;0;1;0,2;0,2;0,3;2;0;18;19;94,7;2;20;6;2;3;7,9;
23/10/2021;Alex Iwobi;Sat;Home;14;0;0;0;0;0;0;0;0;7;1;0;1;1;0;0;0;0;0;4;5;80;0;5;1;0;0;6,1;
17/10/2021;Alex Iwobi;Sun;Home;78;0;0;0;0;4;0;0;0;35;10;0;1;1;0,2;0,2;0;4;0;15;24;62,5;1;26;3;0;1;5,8;
25/09/2021;Alex Iwobi;Sat;Home;88;0;0;0;0;1;0;0;0;52;17;2;2;0;0;0;0,1;2;0;37;42;88,1;6;45;7;2;2;7,4;
18/09/2021;Alex Iwobi;Sat;Away;80;0;0;0;0;1;0;0;0;32;9;0;0;1;0,1;0,1;0;1;0;19;25;76;2;25;4;1;2;6,3;
13/09/2021;Alex Iwobi;Mon;Home;3;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;4;5;80;0;4;0;0;0;0;
28/08/2021;Alex Iwobi;Sat;Away;21;0;0;0;0;1;0;0;0;20;4;0;1;1;0,1;0,1;0,1;3;0;11;13;84,6;1;15;3;1;3;6,5;
21/08/2021;Alex Iwobi;Sat;Away;74;0;0;0;0;1;0;0;0;27;20;1;1;2;0;0;0,5;2;0;16;18;88,9;2;20;3;1;1;6,8;
14/08/2021;Alex Iwobi;Sat;Home;21;0;1;0;0;2;1;0;0;18;3;0;0;0;0,2;0,2;0,1;2;2;8;10;80;3;13;2;1;3;7,1;
17/03/2022;Anthony Gordon;Thu;Home;89;0;0;0;0;2;1;1;0;40;24;3;0;0;0,1;0,1;0;2;0;14;21;66,7;2;22;3;2;4;7,3;
13/03/2022;Anthony Gordon;Sun;Home;90;0;0;0;0;0;0;0;0;47;25;3;0;1;0;0;0;2;0;16;33;48,5;3;28;7;1;5;7,4;
07/03/2022;Anthony Gordon;Mon;Away;90;0;0;0;0;1;0;0;0;62;27;4;0;2;0;0;0;2;0;36;45;80;3;43;7;4;8;7,6;
26/02/2022;Anthony Gordon;Sat;Home;76;0;0;0;0;3;0;0;0;28;26;3;1;1;0,1;0,1;0;0;0;10;16;62,5;2;18;7;0;1;6;
19/02/2022;Anthony Gordon;Sat;Away;74;0;0;0;0;0;0;0;0;39;29;3;0;2;0;0;0;1;0;13;26;50;1;21;5;1;2;6,6;
12/02/2022;Anthony Gordon;Sat;Home;80;1;1;0;0;5;5;0;0;41;27;6;1;2;0,4;0,4;0,1;5;1;18;28;64,3;5;24;5;2;2;9,1;1
08/02/2022;Anthony Gordon;Tue;Away;90;0;0;0;0;2;1;0;0;50;29;2;1;3;0;0;0;2;0;23;34;67,6;3;36;5;2;3;6,6;
22/01/2022;Anthony Gordon;Sat;Home;35;0;0;0;0;1;1;0;0;23;9;2;0;1;0;0;0,7;4;0;13;19;68,4;2;9;3;0;0;6,8;
15/01/2022;Anthony Gordon;Sat;Away;90;0;0;0;0;1;0;0;0;51;19;0;2;1;0,1;0,1;0,1;2;0;25;35;71,4;4;34;4;1;3;6,3;
02/01/2022;Anthony Gordon;Sun;Home;90;2;0;0;0;5;3;0;0;52;15;1;3;2;0,3;0,3;0;4;0;19;31;61,3;1;33;7;2;5;9;
16/12/2021;Anthony Gordon;Thu;Away;89;0;1;0;0;1;1;0;0;29;16;1;2;1;0;0;0,4;2;2;9;20;45;1;25;3;3;4;7,9;
12/12/2021;Anthony Gordon;Sun;Away;33;0;0;0;0;1;1;0;0;18;3;0;0;1;0,1;0,1;0;2;0;6;15;40;2;11;5;0;0;6,5;
06/12/2021;Anthony Gordon;Mon;Home;86;0;0;0;0;1;0;0;0;37;10;2;3;5;0,1;0,1;0;0;0;11;21;52,4;0;19;1;0;1;7;
01/12/2021;Anthony Gordon;Wed;Home;32;0;0;0;0;0;0;0;0;13;12;1;0;0;0;0;0;1;0;5;8;62,5;0;9;2;1;1;5,9;
28/11/2021;Anthony Gordon;Sun;Away;90;0;0;0;0;1;0;0;0;54;15;0;0;1;0,1;0,1;0;2;0;34;42;81;3;50;8;2;3;6,7;
21/11/2021;Anthony Gordon;Sun;Away;90;0;0;0;0;1;0;0;0;33;24;5;1;3;0;0;0;0;0;13;20;65;2;22;4;1;2;6,1;
07/11/2021;Anthony Gordon;Sun;Home;90;0;0;0;0;2;0;0;0;43;25;4;0;4;0,1;0,1;0,1;1;0;21;25;84;2;21;5;0;1;6,3;
01/11/2021;Anthony Gordon;Mon;Away;13;0;0;0;0;1;1;0;0;16;3;1;0;1;0;0;0;0;0;11;13;84,6;0;11;2;0;0;6,5;
23/10/2021;Anthony Gordon;Sat;Home;59;0;0;0;0;3;0;0;0;43;11;3;3;0;0,7;0,7;0,1;5;0;25;28;89,3;3;28;3;2;2;7,3;
17/10/2021;Anthony Gordon;Sun;Home;12;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;4;6;66,7;1;5;2;1;1;6;
02/10/2021;Anthony Gordon;Sat;Away;71;0;0;0;0;0;0;0;0;31;17;2;3;4;0;0;0,2;2;0;16;22;72,7;3;20;2;0;1;7,1;
25/09/2021;Anthony Gordon;Sat;Home;15;0;0;0;0;0;0;1;0;9;7;2;1;0;0;0;0;0;0;6;6;100;1;7;2;0;0;6,2;
18/09/2021;Anthony Gordon;Sat;Away;19;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;1;0;1;1;100;0;2;0;0;0;5,8;
14/08/2021;Anthony Gordon;Sat;Home;2;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;2;3;66,7;0;4;0;0;1;0;
17/03/2022;Andros Townsend;Thu;Home;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;
13/03/2022;Andros Townsend;Sun;Home;17;0;0;0;0;1;0;0;0;9;6;0;0;2;0;0;0;0;0;5;5;100;0;3;0;0;0;6;
19/02/2022;Andros Townsend;Sat;Away;26;0;0;0;0;0;0;0;0;16;18;0;0;1;0;0;0;0;0;10;11;90,9;0;12;1;1;2;6,3;
08/02/2022;Andros Townsend;Tue;Away;90;0;0;0;0;2;0;0;0;47;11;1;1;4;0,1;0,1;0;2;0;21;31;67,7;3;28;4;1;3;6;
22/01/2022;Andros Townsend;Sat;Home;55;0;0;0;0;0;0;0;0;30;9;1;0;1;0;0;0,1;1;0;10;21;47,6;0;26;2;4;4;6,7;
12/12/2021;Andros Townsend;Sun;Away;90;0;0;0;0;1;0;0;0;40;21;4;1;5;0,1;0,1;0,1;1;0;12;22;54,5;1;25;2;0;1;7,1;
06/12/2021;Andros Townsend;Mon;Home;65;0;0;0;0;0;0;0;0;20;11;0;0;0;0;0;0;1;0;12;17;70,6;1;15;1;0;0;6,8;
01/12/2021;Andros Townsend;Wed;Home;72;0;0;0;0;1;0;1;0;30;10;1;1;1;0,1;0,1;0,1;2;0;9;17;52,9;0;19;0;2;4;6,2;
28/11/2021;Andros Townsend;Sun;Away;69;0;0;0;0;0;0;1;0;49;14;1;2;0;0;0;0,3;4;0;32;42;76,2;2;42;6;0;0;6,4;
21/11/2021;Andros Townsend;Sun;Away;90;0;0;0;0;1;1;0;0;35;11;1;1;2;0;0;0,1;4;0;21;27;77,8;5;26;2;4;7;7;
07/11/2021;Andros Townsend;Sun;Home;90;0;0;0;0;0;0;0;0;51;23;0;2;2;0;0;0;2;0;26;34;76,5;2;37;1;1;2;7;
01/11/2021;Andros Townsend;Mon;Away;90;0;0;0;0;0;0;0;0;46;14;1;1;4;0;0;0,2;6;0;23;31;74,2;1;26;2;2;3;7,3;
23/10/2021;Andros Townsend;Sat;Home;90;0;0;0;0;2;1;0;0;44;15;0;0;1;0,1;0,1;0;3;0;25;36;69,4;4;32;5;3;3;6,9;
17/10/2021;Andros Townsend;Sun;Home;90;0;0;0;0;0;0;0;0;52;15;2;0;4;0;0;0,2;6;0;20;35;57,1;2;35;7;1;3;6,7;
02/10/2021;Andros Townsend;Sat;Away;90;1;0;0;0;4;1;0;0;43;27;2;6;6;0,6;0,6;0;3;0;16;19;84,2;5;23;5;2;2;8,3;1
25/09/2021;Andros Townsend;Sat;Home;75;1;0;1;1;2;1;0;0;40;13;2;0;1;0,9;0,2;0;2;0;23;33;69,7;2;32;7;1;1;8,3;
18/09/2021;Andros Townsend;Sat;Away;90;0;0;0;0;2;1;0;0;44;15;1;1;3;0,1;0,1;0,2;6;0;24;32;75;5;27;6;1;2;7,7;
13/09/2021;Andros Townsend;Mon;Home;90;1;1;0;0;2;2;1;0;37;23;1;4;2;0,1;0,1;0,2;5;2;17;21;81;4;27;11;0;1;8,6;
28/08/2021;Andros Townsend;Sat;Away;90;0;0;0;0;1;1;0;0;42;24;7;0;2;0,1;0,1;0,1;3;1;21;26;80,8;7;33;3;1;3;7,8;
21/08/2021;Andros Townsend;Sat;Away;16;0;0;0;0;1;1;0;0;8;3;0;0;0;0;0;0;0;0;4;6;66,7;0;7;2;0;1;5,9;
14/08/2021;Andros Townsend;Sat;Home;69;0;1;0;0;0;0;0;0;32;19;4;1;3;0;0;0,7;3;1;11;21;52,4;2;16;2;0;1;7,4;
17/03/2022;Richarlison;Thu;Home;87;0;0;0;0;0;0;1;0;28;13;1;0;0;0;0;0;1;0;8;18;44,4;0;16;2;2;3;6,7;
13/03/2022;Richarlison;Sun;Home;90;0;0;0;0;3;1;0;0;26;21;1;0;1;0,4;0,4;0;0;0;5;9;55,6;0;18;1;1;2;6,3;
07/03/2022;Richarlison;Mon;Away;90;0;0;0;0;1;0;0;0;29;22;1;1;2;0;0;0;0;0;11;13;84,6;1;17;1;1;1;6,1;
26/02/2022;Richarlison;Sat;Home;90;0;0;0;0;2;2;0;0;36;27;1;1;1;0,4;0,4;0;1;0;9;15;60;1;24;3;1;3;6,6;
19/02/2022;Richarlison;Sat;Away;90;0;0;0;0;1;0;0;0;43;34;3;0;0;0;0;0;3;0;15;29;51,7;1;29;2;2;3;5,8;
12/02/2022;Richarlison;Sat;Home;85;0;1;0;0;3;0;0;0;58;34;4;1;4;0,3;0,3;0,1;4;1;27;31;87,1;1;42;4;1;5;7,6;
08/02/2022;Richarlison;Tue;Away;90;0;0;0;0;2;0;0;0;26;10;2;1;2;0,1;0,1;0;4;0;10;14;71,4;0;10;1;0;0;6,4;
22/01/2022;Richarlison;Sat;Home;90;0;0;0;0;3;0;0;0;31;26;1;3;1;0,3;0,3;0;5;0;7;14;50;1;22;4;1;2;6,1;
15/01/2022;Richarlison;Sat;Away;37;1;0;0;0;3;1;0;0;20;5;0;0;2;0,2;0,2;0;1;0;12;13;92,3;1;15;4;2;3;7,4;
12/12/2021;Richarlison;Sun;Away;57;0;0;0;0;0;0;0;0;9;8;0;0;1;0;0;0;0;0;3;5;60;0;7;0;0;0;5,3;
06/12/2021;Richarlison;Mon;Home;90;1;0;0;0;2;1;0;0;45;22;5;0;1;0,3;0,3;0,5;6;0;16;26;61,5;3;29;5;2;2;8,4;
01/12/2021;Richarlison;Wed;Home;90;0;1;0;0;2;0;0;0;30;17;0;1;3;0,1;0,1;0,2;1;1;8;17;47,1;2;20;4;0;0;6,8;
21/11/2021;Richarlison;Sun;Away;90;0;0;0;0;1;0;1;0;26;23;0;1;0;0,1;0,1;0;0;0;14;19;73,7;1;14;3;1;1;5,7;
07/11/2021;Richarlison;Sun;Home;90;0;0;0;0;1;0;1;0;27;20;0;2;0;0;0;0;0;0;9;13;69,2;0;21;1;1;4;6;
01/11/2021;Richarlison;Mon;Away;90;0;0;0;0;2;1;0;0;21;25;0;0;0;0,6;0,6;0;4;0;10;14;71,4;1;16;2;1;2;6,5;
23/10/2021;Richarlison;Sat;Home;31;1;0;0;0;1;1;1;0;14;3;0;0;0;0,5;0,5;0,1;2;0;6;7;85,7;0;9;1;0;1;7,5;
13/09/2021;Richarlison;Mon;Home;80;0;0;0;0;1;0;0;0;28;19;2;0;2;0,1;0,1;0;0;0;9;15;60;2;12;1;0;1;6,7;
28/08/2021;Richarlison;Sat;Away;90;0;0;0;0;2;0;1;0;42;20;3;0;5;0,2;0,2;0,1;1;0;9;16;56,3;3;24;2;1;3;6,1;
21/08/2021;Richarlison;Sat;Away;90;0;0;0;0;5;0;0;0;37;17;0;1;1;0,3;0,3;0,1;4;1;12;17;70,6;3;26;4;0;3;6,4;
14/08/2021;Richarlison;Sat;Home;88;1;1;0;0;1;1;1;0;47;12;2;1;2;0,4;0,4;0,8;3;1;14;21;66,7;1;38;5;4;7;8,6;1
17/03/2022;Dominic Calvert-Lewin;Thu;Home;15;0;1;0;0;0;0;0;0;9;4;0;0;0;0;0;0,2;1;1;2;6;33,3;1;4;0;0;0;7,1;
07/03/2022;Dominic Calvert-Lewin;Mon;Away;68;0;0;0;0;3;0;0;0;21;10;0;0;0;0,2;0,2;0;2;0;6;9;66,7;0;17;0;1;2;5,6;
19/02/2022;Dominic Calvert-Lewin;Sat;Away;90;0;0;0;0;2;0;1;0;43;25;4;0;1;0,1;0,1;0;2;0;20;30;66,7;0;17;3;0;0;6,3;
12/02/2022;Dominic Calvert-Lewin;Sat;Home;71;0;0;0;0;3;1;0;0;45;15;1;0;0;0,2;0,2;0,3;3;0;20;31;64,5;2;27;3;0;0;6,9;
22/01/2022;Dominic Calvert-Lewin;Sat;Home;90;0;0;0;0;2;0;1;0;38;12;2;0;1;0,4;0,4;0,1;3;0;13;20;65;0;19;0;0;1;6,1;
15/01/2022;Dominic Calvert-Lewin;Sat;Away;90;0;0;0;0;1;1;0;0;17;11;0;0;1;0,1;0,1;0;1;0;7;10;70;1;7;0;0;0;6,5;
02/01/2022;Dominic Calvert-Lewin;Sun;Home;90;0;0;0;1;3;1;0;0;24;7;2;0;2;1,1;0,3;0;1;1;6;14;42,9;0;7;0;1;1;6,3;
28/08/2021;Dominic Calvert-Lewin;Sat;Away;69;1;0;1;1;1;0;0;0;18;4;0;1;0;0,8;0;0,1;1;0;8;12;66,7;0;7;0;0;0;7,8;1
21/08/2021;Dominic Calvert-Lewin;Sat;Away;89;1;0;1;1;3;3;0;0;37;11;0;3;0;1,4;0,7;0,1;6;1;16;20;80;2;18;1;0;1;8,3;
14/08/2021;Dominic Calvert-Lewin;Sat;Home;90;1;0;0;0;5;2;0;0;29;5;0;1;1;1,6;1,6;0;1;0;10;17;58,8;0;9;0;0;1;8;
26/02/2022;Ismaila Sarr;Sat;Away;90;0;0;0;0;2;0;0;0;32;28;0;0;1;0,1;0,1;0,1;2;0;17;21;81;1;25;7;1;2;7,1;
23/02/2022;Ismaila Sarr;Wed;Home;90;0;0;0;0;1;0;0;0;43;22;3;0;0;0;0;0;1;0;23;28;82,1;3;34;4;3;8;6,3;
19/02/2022;Ismaila Sarr;Sat;Away;89;0;1;0;0;1;0;1;0;28;21;0;1;1;0;0;0,9;5;1;14;18;77,8;3;21;1;4;5;8;
12/02/2022;Ismaila Sarr;Sat;Home;45;0;0;0;0;3;1;0;0;25;8;0;1;1;0,1;0,1;0;0;0;8;12;66,7;1;19;7;0;1;6;
20/11/2021;Ismaila Sarr;Sat;Home;67;1;0;0;1;2;1;0;0;29;10;0;2;1;0,9;0,1;0;5;0;13;20;65;3;18;3;0;1;7,4;
07/11/2021;Ismaila Sarr;Sun;Away;90;0;0;0;0;0;0;0;0;27;12;0;1;0;0;0;0;0;0;11;14;78,6;1;22;4;2;2;5,6;
30/10/2021;Ismaila Sarr;Sat;Home;90;0;0;0;0;2;1;0;0;45;30;2;2;1;0,1;0,1;0;1;0;12;24;50;0;31;6;1;4;6,5;
23/10/2021;Ismaila Sarr;Sat;Away;63;0;0;0;0;2;0;0;0;35;20;0;1;1;0;0;0,6;1;0;12;20;60;1;24;4;0;1;6,4;
16/10/2021;Ismaila Sarr;Sat;Home;90;0;0;0;0;3;1;0;0;26;33;0;0;0;0,4;0,4;0;1;0;13;17;76,5;1;17;4;2;3;6,5;
02/10/2021;Ismaila Sarr;Sat;Away;90;0;0;0;0;1;0;1;0;31;18;1;0;3;0;0;0;0;0;12;17;70,6;1;20;4;0;2;5,8;
25/09/2021;Ismaila Sarr;Sat;Home;90;1;0;0;0;3;2;0;0;33;16;3;0;0;0,2;0,2;0;2;0;10;17;58,8;1;23;5;2;3;7,7;1
18/09/2021;Ismaila Sarr;Sat;Away;90;2;0;0;0;5;5;0;0;45;7;0;1;0;1,1;1,1;0;1;0;28;33;84,8;1;39;10;6;6;9,1;1
11/09/2021;Ismaila Sarr;Sat;Home;90;0;0;0;0;0;0;0;0;39;20;0;1;1;0;0;0,1;2;0;18;27;66,7;3;35;13;1;3;6,5;
29/08/2021;Ismaila Sarr;Sun;Away;90;0;0;0;0;3;1;0;0;43;6;0;1;0;0,3;0,3;0,2;3;0;18;24;75;0;41;7;2;4;6,7;
21/08/2021;Ismaila Sarr;Sat;Away;90;0;0;0;0;2;0;0;0;50;11;0;2;0;0,2;0,2;0,2;4;0;30;38;78,9;10;45;9;1;3;6,7;
14/08/2021;Ismaila Sarr;Sat;Home;90;1;0;0;0;3;2;0;0;42;14;0;0;1;0,1;0,1;0,2;5;1;18;25;72;5;34;10;3;3;8,7;
13/03/2022;Joshua King;Sun;Away;4;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;1;0;3;4;75;0;5;1;0;0;0;
10/03/2022;Joshua King;Thu;Away;45;0;0;0;0;1;0;0;0;12;4;1;0;0;0,3;0,3;0,1;1;0;7;7;100;0;9;1;0;1;6,2;
26/02/2022;Joshua King;Sat;Away;62;0;0;0;0;1;0;0;0;30;22;2;1;3;0;0;0,2;1;0;11;19;57,9;1;16;1;1;3;6,5;
23/02/2022;Joshua King;Wed;Home;50;0;0;0;0;0;0;0;0;17;12;0;0;0;0;0;0;1;0;7;10;70;1;8;0;1;2;6;
19/02/2022;Joshua King;Sat;Away;90;0;0;0;0;2;1;0;0;34;26;0;0;0;0,4;0,4;0,1;3;0;16;21;76,2;4;19;4;2;6;6,9;
12/02/2022;Joshua King;Sat;Home;90;0;0;0;0;2;0;0;0;39;25;4;0;3;0,1;0,1;0;0;0;13;21;61,9;1;23;2;3;5;5,9;
08/02/2022;Joshua King;Tue;Away;90;0;0;0;0;0;0;0;0;35;14;1;0;1;0;0;0,1;2;0;18;25;72;0;27;4;1;3;6,4;
05/02/2022;Joshua King;Sat;Away;90;0;0;0;0;3;2;1;0;45;18;0;0;0;0,4;0,4;0,1;4;0;20;25;80;1;25;5;2;3;7,2;
21/01/2022;Joshua King;Fri;Home;90;0;0;0;0;2;0;0;0;38;13;2;0;0;0;0;0,2;3;0;22;28;78,6;1;37;6;7;7;7;
15/01/2022;Joshua King;Sat;Away;90;0;0;0;0;4;1;0;0;45;16;3;0;0;0,3;0,3;0,1;4;0;18;22;81,8;3;26;6;0;2;6,4;
01/01/2022;Joshua King;Sat;Home;90;0;0;0;0;2;1;0;0;26;18;0;1;0;0,1;0,1;0,1;2;0;10;13;76,9;1;20;4;1;3;6,2;
28/12/2021;Joshua King;Tue;Home;90;0;1;0;0;2;1;0;0;40;19;2;0;0;0,3;0,3;0,1;2;1;16;23;69,6;3;33;7;2;4;7,8;
10/12/2021;Joshua King;Fri;Away;90;0;0;0;0;2;1;0;0;36;12;1;1;2;0,1;0,1;0;1;0;14;15;93,3;1;21;3;2;3;7,2;
04/12/2021;Joshua King;Sat;Home;90;0;0;0;0;1;0;1;0;24;19;0;0;0;0,2;0,2;0,1;3;0;11;17;64,7;1;7;0;0;0;6,5;
01/12/2021;Joshua King;Wed;Home;90;0;0;0;0;0;0;0;0;30;24;1;0;1;0;0;0,1;2;0;21;26;80,8;1;10;1;1;1;6,2;
28/11/2021;Joshua King;Sun;Away;90;1;0;1;1;2;1;0;0;38;32;0;1;1;1;0,3;0;3;1;17;25;68;0;29;3;3;5;7,1;
20/11/2021;Joshua King;Sat;Home;90;1;0;0;0;6;3;0;0;50;17;3;2;2;0,6;0,6;0;3;0;14;27;51,9;3;34;9;1;2;8,2;
07/11/2021;Joshua King;Sun;Away;90;0;0;0;0;3;0;1;0;29;20;2;1;1;0,5;0,5;0;1;0;12;14;85,7;0;14;0;0;0;6,1;
30/10/2021;Joshua King;Sat;Home;90;0;0;0;0;2;0;0;0;28;24;1;0;0;0,6;0,6;0,5;4;0;11;18;61,1;2;17;2;1;3;5,8;
23/10/2021;Joshua King;Sat;Away;90;3;0;0;0;6;4;1;0;44;25;3;0;0;2,1;2,1;0;2;1;19;26;73,1;1;28;4;3;4;9,6;1
02/10/2021;Joshua King;Sat;Away;44;0;0;0;0;0;0;0;0;14;8;0;0;0;0;0;0;1;0;4;7;57,1;0;8;1;1;1;5,9;
25/09/2021;Joshua King;Sat;Home;90;0;1;0;0;2;0;0;0;24;9;0;0;1;0,1;0,1;0,4;2;1;8;12;66,7;1;16;4;2;4;7,5;
18/09/2021;Joshua King;Sat;Away;90;0;1;0;0;2;1;0;0;25;15;2;0;1;0,5;0,5;0,4;4;2;15;17;88,2;2;16;4;1;2;8;
11/09/2021;Joshua King;Sat;Home;52;0;0;0;0;1;1;0;0;15;10;0;0;0;0,1;0,1;0;0;0;9;11;81,8;0;8;0;0;1;6,3;
29/08/2021;Joshua King;Sun;Away;64;0;0;0;0;0;0;0;0;19;10;0;1;0;0;0;0,1;2;0;8;13;61,5;0;9;1;0;0;6,2;
21/08/2021;Joshua King;Sat;Away;26;0;0;0;0;0;0;0;0;17;3;0;2;1;0;0;0,3;3;0;10;13;76,9;0;13;2;0;0;6,6;
13/03/2022;Joao Pedro;Sun;Away;90;0;0;0;0;3;0;0;0;49;26;2;2;1;0,2;0,2;0;2;0;22;28;78,6;5;37;7;2;4;7,3;
06/03/2022;Joao Pedro;Sun;Home;90;0;0;0;0;0;0;0;0;51;12;1;1;1;0;0;0;5;0;27;35;77,1;4;31;4;2;4;7,4;
12/02/2022;Joao Pedro;Sat;Home;21;0;0;0;0;0;0;0;0;16;9;1;0;0;0;0;0;0;0;7;11;63,6;0;14;0;1;2;6,2;
08/02/2022;Joao Pedro;Tue;Away;14;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;3;4;75;0;6;3;3;3;6,7;
05/02/2022;Joao Pedro;Sat;Away;82;0;0;0;0;4;2;0;0;42;21;2;1;2;0,4;0,4;0;2;0;15;25;60;2;26;6;3;6;6,9;
21/01/2022;Joao Pedro;Fri;Home;90;0;0;0;0;5;1;0;0;60;13;1;1;1;0,3;0,3;0,1;2;0;29;40;72,5;6;52;10;7;11;7,6;
15/01/2022;Joao Pedro;Sat;Away;90;1;0;0;0;6;3;0;0;49;16;0;0;1;0,3;0,3;0,1;3;0;20;29;69;5;35;5;2;4;7,3;
01/01/2022;Joao Pedro;Sat;Home;45;0;0;0;0;2;1;0;0;15;10;0;1;0;0,1;0,1;0;2;0;3;6;50;0;10;1;2;3;6,3;
28/12/2021;Joao Pedro;Tue;Home;45;0;0;0;0;3;0;0;0;22;6;0;0;2;0,1;0,1;0,4;4;0;11;14;78,6;4;20;6;2;2;7,1;
